sku,name,category,brand,date,price_irr,price_toman
AMO-020,"دیسک چرخ ام‌وی‌ام 530 جلو",brake-discs,mvm,2026-08-31,343890000,34389000
AMO-020,"دیسک چرخ ام‌وی‌ام 530 جلو",brake-discs,mvm,2026-09-07,363165000,36316500
AMO-020,"دیسک چرخ ام‌وی‌ام 530 جلو",brake-discs,mvm,2026-09-14,359370000,35937000
AMO-021,"دیسک چرخ جک 5J جلو",brake-discs,jac,2026-06-29,379110000,37911000
AMO-021,"دیسک چرخ جک 5J جلو",brake-discs,jac,2026-07-06,385035000,38503500
AMO-021,"دیسک چرخ جک 5J جلو",brake-discs,jac,2026-07-13,392190000,39219000
AMO-021,"دیسک چرخ جک 5J جلو",brake-discs,jac,2026-07-20,389065000,38906500
AMO-021,"دیسک چرخ جک 5J جلو",brake-discs,jac,2026-07-27,388260000,38826000
AMO-021,"دیسک چرخ جک 5J جلو",brake-discs,jac,2026-08-03,412000000,41200000
AMO-021,"دیسک چرخ جک 5J جلو",brake-discs,jac,2026-08-10,435280000,43528000
AMO-021,"دیسک چرخ جک 5J جلو",brake-discs,jac,2026-08-17,440985000,44098500
AMO-021,"دیسک چرخ جک 5J جلو",brake-discs,jac,2026-08-24,443235000,44323500
AMO-021,"دیسک چرخ جک 5J جلو",brake-discs,jac,2026-08-31,452780000,45278000
AMO-021,"دیسک چرخ جک 5J جلو",brake-discs,jac,2026-09-07,458140000,45814000
AMO-021,"دیسک چرخ جک 5J جلو",brake-discs,jac,2026-09-14,465547500,46554750
AMO-022,"دیسک چرخ جک 5J عقب",brake-discs,jac,2026-06-29,354130000,35413000
AMO-022,"دیسک چرخ جک 5J عقب",brake-discs,jac,2026-07-06,357050000,35705000
AMO-022,"دیسک چرخ جک 5J عقب",brake-discs,jac,2026-07-13,364515000,36451500
AMO-022,"دیسک چرخ جک 5J عقب",brake-discs,jac,2026-07-20,375540000,37554000
AMO-022,"دیسک چرخ جک 5J عقب",brake-discs,jac,2026-07-27,389400000,38940000
AMO-022,"دیسک چرخ جک 5J عقب",brake-discs,jac,2026-08-03,403600000,40360000
AMO-022,"دیسک چرخ جک 5J عقب",brake-discs,jac,2026-08-10,414820000,41482000
AMO-022,"دیسک چرخ جک 5J عقب",brake-discs,jac,2026-08-17,418425000,41842500
AMO-022,"دیسک چرخ جک 5J عقب",brake-discs,jac,2026-08-24,421315000,42131500
AMO-022,"دیسک چرخ جک 5J عقب",brake-discs,jac,2026-08-31,421700000,42170000
AMO-022,"دیسک چرخ جک 5J عقب",brake-discs,jac,2026-09-07,419650000,41965000
AMO-022,"دیسک چرخ جک 5J عقب",brake-discs,jac,2026-09-14,416542500,41654250
AMO-023,"دیسک چرخ جک 5S جلو",brake-discs,jac,2026-06-29,461985000,46198500
AMO-023,"دیسک چرخ جک 5S جلو",brake-discs,jac,2026-07-06,471780000,47178000
AMO-023,"دیسک چرخ جک 5S جلو",brake-discs,jac,2026-07-13,479875000,47987500
AMO-023,"دیسک چرخ جک 5S جلو",brake-discs,jac,2026-07-20,487095000,48709500
AMO-023,"دیسک چرخ جک 5S جلو",brake-discs,jac,2026-07-27,494515000,49451500
AMO-023,"دیسک چرخ جک 5S جلو",brake-discs,jac,2026-08-03,493765000,49376500
AMO-023,"دیسک چرخ جک 5S جلو",brake-discs,jac,2026-08-10,505665000,50566500
AMO-023,"دیسک چرخ جک 5S جلو",brake-discs,jac,2026-08-17,513270000,51327000
AMO-023,"دیسک چرخ جک 5S جلو",brake-discs,jac,2026-08-24,524355000,52435500
AMO-023,"دیسک چرخ جک 5S جلو",brake-discs,jac,2026-08-31,523355000,52335500
AMO-023,"دیسک چرخ جک 5S جلو",brake-discs,jac,2026-09-07,542115000,54211500
AMO-023,"دیسک چرخ جک 5S جلو",brake-discs,jac,2026-09-14,539055000,53905500
AMO-024,"دیسک چرخ جک 5S عقب",brake-discs,jac,2026-06-29,291640000,29164000
AMO-024,"دیسک چرخ جک 5S عقب",brake-discs,jac,2026-07-06,289790000,28979000
AMO-024,"دیسک چرخ جک 5S عقب",brake-discs,jac,2026-07-13,286690000,28669000
AMO-024,"دیسک چرخ جک 5S عقب",brake-discs,jac,2026-07-20,290855000,29085500
AMO-024,"دیسک چرخ جک 5S عقب",brake-discs,jac,2026-07-27,293985000,29398500
AMO-024,"دیسک چرخ جک 5S عقب",brake-discs,jac,2026-08-03,308055000,30805500
AMO-024,"دیسک چرخ جک 5S عقب",brake-discs,jac,2026-08-10,306280000,30628000
AMO-024,"دیسک چرخ جک 5S عقب",brake-discs,jac,2026-08-17,314370000,31437000
AMO-024,"دیسک چرخ جک 5S عقب",brake-discs,jac,2026-08-24,329690000,32969000
AMO-024,"دیسک چرخ جک 5S عقب",brake-discs,jac,2026-08-31,340405000,34040500
AMO-024,"دیسک چرخ جک 5S عقب",brake-discs,jac,2026-09-07,348805000,34880500
AMO-024,"دیسک چرخ جک 5S عقب",brake-discs,jac,2026-09-14,359370000,35937000
AMO-025,"دیسک چرخ جک 4J جلو",brake-discs,jac,2026-06-29,328545000,32854500
AMO-025,"دیسک چرخ جک 4J جلو",brake-discs,jac,2026-07-06,331635000,33163500
AMO-025,"دیسک چرخ جک 4J جلو",brake-discs,jac,2026-07-13,331430000,33143000
AMO-025,"دیسک چرخ جک 4J جلو",brake-discs,jac,2026-07-20,333260000,33326000
AMO-025,"دیسک چرخ جک 4J جلو",brake-discs,jac,2026-07-27,341670000,34167000
AMO-025,"دیسک چرخ جک 4J جلو",brake-discs,jac,2026-08-03,350735000,35073500
AMO-025,"دیسک چرخ جک 4J جلو",brake-discs,jac,2026-08-10,352220000,35222000
AMO-025,"دیسک چرخ جک 4J جلو",brake-discs,jac,2026-08-17,363840000,36384000
AMO-025,"دیسک چرخ جک 4J جلو",brake-discs,jac,2026-08-24,371260000,37126000
AMO-025,"دیسک چرخ جک 4J جلو",brake-discs,jac,2026-08-31,382425000,38242500
AMO-025,"دیسک چرخ جک 4J جلو",brake-discs,jac,2026-09-07,384540000,38454000
AMO-025,"دیسک چرخ جک 4J جلو",brake-discs,jac,2026-09-14,400207500,40020750
AMO-026,"دیسک چرخ جک 4J عقب",brake-discs,jac,2026-06-29,315625000,31562500
AMO-026,"دیسک چرخ جک 4J عقب",brake-discs,jac,2026-07-06,316495000,31649500
AMO-026,"دیسک چرخ جک 4J عقب",brake-discs,jac,2026-07-13,326245000,32624500
AMO-026,"دیسک چرخ جک 4J عقب",brake-discs,jac,2026-07-20,332085000,33208500
AMO-026,"دیسک چرخ جک 4J عقب",brake-discs,jac,2026-07-27,337285000,33728500
AMO-026,"دیسک چرخ جک 4J عقب",brake-discs,jac,2026-08-03,350270000,35027000
AMO-026,"دیسک چرخ جک 4J عقب",brake-discs,jac,2026-08-10,353235000,35323500
AMO-026,"دیسک چرخ جک 4J عقب",brake-discs,jac,2026-08-17,361750000,36175000
AMO-026,"دیسک چرخ جک 4J عقب",brake-discs,jac,2026-08-24,376035000,37603500
AMO-026,"دیسک چرخ جک 4J عقب",brake-discs,jac,2026-08-31,383140000,38314000
AMO-026,"دیسک چرخ جک 4J عقب",brake-discs,jac,2026-09-07,385620000,38562000
AMO-026,"دیسک چرخ جک 4J عقب",brake-discs,jac,2026-09-14,383872500,38387250
AMO-027,"دیسک چرخ جک 3S جلو",brake-discs,jac,2026-06-29,309905000,30990500
AMO-027,"دیسک چرخ جک 3S جلو",brake-discs,jac,2026-07-06,312895000,31289500
AMO-027,"دیسک چرخ جک 3S جلو",brake-discs,jac,2026-07-13,322290000,32229000
AMO-027,"دیسک چرخ جک 3S جلو",brake-discs,jac,2026-07-20,331510000,33151000
AMO-027,"دیسک چرخ جک 3S جلو",brake-discs,jac,2026-07-27,337485000,33748500
AMO-027,"دیسک چرخ جک 3S جلو",brake-discs,jac,2026-08-03,345220000,34522000
AMO-027,"دیسک چرخ جک 3S جلو",brake-discs,jac,2026-08-10,355645000,35564500
AMO-027,"دیسک چرخ جک 3S جلو",brake-discs,jac,2026-08-17,356830000,35683000
AMO-027,"دیسک چرخ جک 3S جلو",brake-discs,jac,2026-08-24,362640000,36264000
AMO-027,"دیسک چرخ جک 3S جلو",brake-discs,jac,2026-08-31,366885000,36688500
AMO-027,"دیسک چرخ جک 3S جلو",brake-discs,jac,2026-09-07,378425000,37842500
AMO-027,"دیسک چرخ جک 3S جلو",brake-discs,jac,2026-09-14,374000000,37400000
AMO-028,"دیسک چرخ جک 3S جلو TRA-X",brake-discs,jac,2026-06-29,355405000,35540500
AMO-028,"دیسک چرخ جک 3S جلو TRA-X",brake-discs,jac,2026-07-06,356935000,35693500
AMO-028,"دیسک چرخ جک 3S جلو TRA-X",brake-discs,jac,2026-07-13,364255000,36425500
AMO-028,"دیسک چرخ جک 3S جلو TRA-X",brake-discs,jac,2026-07-20,372895000,37289500
AMO-028,"دیسک چرخ جک 3S جلو TRA-X",brake-discs,jac,2026-07-27,375045000,37504500
AMO-028,"دیسک چرخ جک 3S جلو TRA-X",brake-discs,jac,2026-08-03,383540000,38354000
AMO-028,"دیسک چرخ جک 3S جلو TRA-X",brake-discs,jac,2026-08-10,388525000,38852500
AMO-028,"دیسک چرخ جک 3S جلو TRA-X",brake-discs,jac,2026-08-17,391235000,39123500
AMO-028,"دیسک چرخ جک 3S جلو TRA-X",brake-discs,jac,2026-08-24,397110000,39711000
AMO-028,"دیسک چرخ جک 3S جلو TRA-X",brake-discs,jac,2026-08-31,402860000,40286000
AMO-028,"دیسک چرخ جک 3S جلو TRA-X",brake-discs,jac,2026-09-07,411875000,41187500
AMO-028,"دیسک چرخ جک 3S جلو TRA-X",brake-discs,jac,2026-09-14,407000000,40700000
AMO-029,"دیسک چرخ جک 3S عقب",brake-discs,jac,2026-06-29,321275000,32127500
AMO-029,"دیسک چرخ جک 3S عقب",brake-discs,jac,2026-07-06,325895000,32589500
AMO-029,"دیسک چرخ جک 3S عقب",brake-discs,jac,2026-07-13,337825000,33782500
AMO-029,"دیسک چرخ جک 3S عقب",brake-discs,jac,2026-07-20,343840000,34384000
AMO-029,"دیسک چرخ جک 3S عقب",brake-discs,jac,2026-07-27,348920000,34892000
AMO-029,"دیسک چرخ جک 3S عقب",brake-discs,jac,2026-08-03,354500000,35450000
AMO-029,"دیسک چرخ جک 3S عقب",brake-discs,jac,2026-08-10,352140000,35214000
AMO-029,"دیسک چرخ جک 3S عقب",brake-discs,jac,2026-08-17,360475000,36047500
AMO-029,"دیسک چرخ جک 3S عقب",brake-discs,jac,2026-08-24,365655000,36565500
AMO-029,"دیسک چرخ جک 3S عقب",brake-discs,jac,2026-08-31,378745000,37874500
AMO-029,"دیسک چرخ جک 3S عقب",brake-discs,jac,2026-09-07,381125000,38112500
AMO-029,"دیسک چرخ جک 3S عقب",brake-discs,jac,2026-09-14,385000000,38500000
AMO-030,"دیسک چرخ چری آریزو 5 آریزو 6 جلو",brake-discs,chery,2026-06-29,432940000,43294000
AMO-030,"دیسک چرخ چری آریزو 5 آریزو 6 جلو",brake-discs,chery,2026-07-06,438495000,43849500
AMO-030,"دیسک چرخ چری آریزو 5 آریزو 6 جلو",brake-discs,chery,2026-07-13,444660000,44466000
AMO-030,"دیسک چرخ چری آریزو 5 آریزو 6 جلو",brake-discs,chery,2026-07-20,454435000,45443500
AMO-030,"دیسک چرخ چری آریزو 5 آریزو 6 جلو",brake-discs,chery,2026-07-27,458975000,45897500
AMO-030,"دیسک چرخ چری آریزو 5 آریزو 6 جلو",brake-discs,chery,2026-08-03,472240000,47224000
AMO-030,"دیسک چرخ چری آریزو 5 آریزو 6 جلو",brake-discs,chery,2026-08-10,482430000,48243000
AMO-030,"دیسک چرخ چری آریزو 5 آریزو 6 جلو",brake-discs,chery,2026-08-17,489015000,48901500
AMO-030,"دیسک چرخ چری آریزو 5 آریزو 6 جلو",brake-discs,chery,2026-08-24,488625000,48862500
AMO-030,"دیسک چرخ چری آریزو 5 آریزو 6 جلو",brake-discs,chery,2026-08-31,498275000,49827500
AMO-030,"دیسک چرخ چری آریزو 5 آریزو 6 جلو",brake-discs,chery,2026-09-07,508620000,50862000
AMO-030,"دیسک چرخ چری آریزو 5 آریزو 6 جلو",brake-discs,chery,2026-09-14,506385000,50638500
AMO-031,"دیسک چرخ چری آریزو 5 آریزو 6 جلو TRA-X",brake-discs,chery,2026-06-29,444770000,44477000
AMO-031,"دیسک چرخ چری آریزو 5 آریزو 6 جلو TRA-X",brake-discs,chery,2026-07-06,450850000,45085000
AMO-031,"دیسک چرخ چری آریزو 5 آریزو 6 جلو TRA-X",brake-discs,chery,2026-07-13,464060000,46406000
AMO-031,"دیسک چرخ چری آریزو 5 آریزو 6 جلو TRA-X",brake-discs,chery,2026-07-20,481245000,48124500
AMO-031,"دیسک چرخ چری آریزو 5 آریزو 6 جلو TRA-X",brake-discs,chery,2026-07-27,495435000,49543500
AMO-031,"دیسک چرخ چری آریزو 5 آریزو 6 جلو TRA-X",brake-discs,chery,2026-08-03,497400000,49740000
AMO-031,"دیسک چرخ چری آریزو 5 آریزو 6 جلو TRA-X",brake-discs,chery,2026-08-10,506345000,50634500
AMO-031,"دیسک چرخ چری آریزو 5 آریزو 6 جلو TRA-X",brake-discs,chery,2026-08-17,523640000,52364000
AMO-031,"دیسک چرخ چری آریزو 5 آریزو 6 جلو TRA-X",brake-discs,chery,2026-08-24,522145000,52214500
AMO-031,"دیسک چرخ چری آریزو 5 آریزو 6 جلو TRA-X",brake-discs,chery,2026-08-31,541760000,54176000
AMO-031,"دیسک چرخ چری آریزو 5 آریزو 6 جلو TRA-X",brake-discs,chery,2026-09-07,539825000,53982500
AMO-031,"دیسک چرخ چری آریزو 5 آریزو 6 جلو TRA-X",brake-discs,chery,2026-09-14,547222500,54722250
AMO-032,"دیسک چرخ چری آریزو 6 عقب",brake-discs,chery,2026-06-29,338585000,33858500
AMO-032,"دیسک چرخ چری آریزو 6 عقب",brake-discs,chery,2026-07-06,347220000,34722000
AMO-032,"دیسک چرخ چری آریزو 6 عقب",brake-discs,chery,2026-07-13,347395000,34739500
AMO-032,"دیسک چرخ چری آریزو 6 عقب",brake-discs,chery,2026-07-20,349665000,34966500
AMO-032,"دیسک چرخ چری آریزو 6 عقب",brake-discs,chery,2026-07-27,355225000,35522500
AMO-032,"دیسک چرخ چری آریزو 6 عقب",brake-discs,chery,2026-08-03,354355000,35435500
AMO-032,"دیسک چرخ چری آریزو 6 عقب",brake-discs,chery,2026-08-10,357850000,35785000
AMO-032,"دیسک چرخ چری آریزو 6 عقب",brake-discs,chery,2026-08-17,366975000,36697500
AMO-032,"دیسک چرخ چری آریزو 6 عقب",brake-discs,chery,2026-08-24,372990000,37299000
AMO-032,"دیسک چرخ چری آریزو 6 عقب",brake-discs,chery,2026-08-31,380710000,38071000
AMO-032,"دیسک چرخ چری آریزو 6 عقب",brake-discs,chery,2026-09-07,387280000,38728000
AMO-032,"دیسک چرخ چری آریزو 6 عقب",brake-discs,chery,2026-09-14,392040000,39204000
AMO-033,"دیسک چرخ چری آریزو 6 عقب TRA-X",brake-discs,chery,2026-06-29,349690000,34969000
AMO-033,"دیسک چرخ چری آریزو 6 عقب TRA-X",brake-discs,chery,2026-07-06,362310000,36231000
AMO-033,"دیسک چرخ چری آریزو 6 عقب TRA-X",brake-discs,chery,2026-07-13,360660000,36066000
AMO-033,"دیسک چرخ چری آریزو 6 عقب TRA-X",brake-discs,chery,2026-07-20,376605000,37660500
AMO-033,"دیسک چرخ چری آریزو 6 عقب TRA-X",brake-discs,chery,2026-07-27,381010000,38101000
AMO-033,"دیسک چرخ چری آریزو 6 عقب TRA-X",brake-discs,chery,2026-08-03,406740000,40674000
AMO-033,"دیسک چرخ چری آریزو 6 عقب TRA-X",brake-discs,chery,2026-08-10,402010000,40201000
AMO-033,"دیسک چرخ چری آریزو 6 عقب TRA-X",brake-discs,chery,2026-08-17,425610000,42561000
AMO-033,"دیسک چرخ چری آریزو 6 عقب TRA-X",brake-discs,chery,2026-08-24,420810000,42081000
AMO-033,"دیسک چرخ چری آریزو 6 عقب TRA-X",brake-discs,chery,2026-08-31,426625000,42662500
AMO-033,"دیسک چرخ چری آریزو 6 عقب TRA-X",brake-discs,chery,2026-09-07,435685000,43568500
AMO-033,"دیسک چرخ چری آریزو 6 عقب TRA-X",brake-discs,chery,2026-09-14,432877500,43287750
AMO-034,"دیسک چرخ چری آریزو 5 عقب",brake-discs,chery,2026-06-29,428900000,42890000
AMO-034,"دیسک چرخ چری آریزو 5 عقب",brake-discs,chery,2026-07-06,436835000,43683500
AMO-034,"دیسک چرخ چری آریزو 5 عقب",brake-discs,chery,2026-07-13,436670000,43667000
AMO-034,"دیسک چرخ چری آریزو 5 عقب",brake-discs,chery,2026-07-20,434045000,43404500
AMO-034,"دیسک چرخ چری آریزو 5 عقب",brake-discs,chery,2026-07-27,439285000,43928500
AMO-034,"دیسک چرخ چری آریزو 5 عقب",brake-discs,chery,2026-08-03,437970000,43797000
AMO-034,"دیسک چرخ چری آریزو 5 عقب",brake-discs,chery,2026-08-10,449155000,44915500
AMO-034,"دیسک چرخ چری آریزو 5 عقب",brake-discs,chery,2026-08-17,459450000,45945000
AMO-034,"دیسک چرخ چری آریزو 5 عقب",brake-discs,chery,2026-08-24,475980000,47598000
AMO-034,"دیسک چرخ چری آریزو 5 عقب",brake-discs,chery,2026-08-31,476850000,47685000
AMO-034,"دیسک چرخ چری آریزو 5 عقب",brake-discs,chery,2026-09-07,494200000,49420000
AMO-034,"دیسک چرخ چری آریزو 5 عقب",brake-discs,chery,2026-09-14,495000000,49500000
AMO-035,"دیسک چرخ ریسپکت جلو",brake-discs,respect,2026-06-29,437695000,43769500
AMO-035,"دیسک چرخ ریسپکت جلو",brake-discs,respect,2026-07-06,452850000,45285000
AMO-035,"دیسک چرخ ریسپکت جلو",brake-discs,respect,2026-07-13,457370000,45737000
AMO-035,"دیسک چرخ ریسپکت جلو",brake-discs,respect,2026-07-20,476370000,47637000
AMO-035,"دیسک چرخ ریسپکت جلو",brake-discs,respect,2026-07-27,478245000,47824500
AMO-035,"دیسک چرخ ریسپکت جلو",brake-discs,respect,2026-08-03,470410000,47041000
AMO-035,"دیسک چرخ ریسپکت جلو",brake-discs,respect,2026-08-10,471855000,47185500
AMO-035,"دیسک چرخ ریسپکت جلو",brake-discs,respect,2026-08-17,476770000,47677000
AMO-035,"دیسک چرخ ریسپکت جلو",brake-discs,respect,2026-08-24,469370000,46937000
AMO-035,"دیسک چرخ ریسپکت جلو",brake-discs,respect,2026-08-31,478115000,47811500
AMO-035,"دیسک چرخ ریسپکت جلو",brake-discs,respect,2026-09-07,515540000,51554000
AMO-035,"دیسک چرخ ریسپکت جلو",brake-discs,respect,2026-09-14,506385000,50638500
AMO-036,"دیسک چرخ ریسپکت جلو TRA-X",brake-discs,respect,2026-06-29,441055000,44105500
AMO-036,"دیسک چرخ ریسپکت جلو TRA-X",brake-discs,respect,2026-07-06,459590000,45959000
AMO-036,"دیسک چرخ ریسپکت جلو TRA-X",brake-discs,respect,2026-07-13,463390000,46339000
AMO-036,"دیسک چرخ ریسپکت جلو TRA-X",brake-discs,respect,2026-07-20,465670000,46567000
AMO-036,"دیسک چرخ ریسپکت جلو TRA-X",brake-discs,respect,2026-07-27,469760000,46976000
AMO-036,"دیسک چرخ ریسپکت جلو TRA-X",brake-discs,respect,2026-08-03,489625000,48962500
AMO-036,"دیسک چرخ ریسپکت جلو TRA-X",brake-discs,respect,2026-08-10,499985000,49998500
AMO-036,"دیسک چرخ ریسپکت جلو TRA-X",brake-discs,respect,2026-08-17,513395000,51339500
AMO-036,"دیسک چرخ ریسپکت جلو TRA-X",brake-discs,respect,2026-08-24,523065000,52306500
AMO-036,"دیسک چرخ ریسپکت جلو TRA-X",brake-discs,respect,2026-08-31,534940000,53494000
AMO-036,"دیسک چرخ ریسپکت جلو TRA-X",brake-discs,respect,2026-09-07,532750000,53275000
AMO-036,"دیسک چرخ ریسپکت جلو TRA-X",brake-discs,respect,2026-09-14,547222500,54722250
AMO-037,"دیسک چرخ چری تی 5 جلو",brake-discs,chery,2026-06-29,498560000,49856000
AMO-037,"دیسک چرخ چری تی 5 جلو",brake-discs,chery,2026-07-06,509365000,50936500
AMO-037,"دیسک چرخ چری تی 5 جلو",brake-discs,chery,2026-07-13,510055000,51005500
AMO-037,"دیسک چرخ چری تی 5 جلو",brake-discs,chery,2026-07-20,519650000,51965000
AMO-037,"دیسک چرخ چری تی 5 جلو",brake-discs,chery,2026-07-27,536755000,53675500
AMO-037,"دیسک چرخ چری تی 5 جلو",brake-discs,chery,2026-08-03,540095000,54009500
AMO-037,"دیسک چرخ چری تی 5 جلو",brake-discs,chery,2026-08-10,550345000,55034500
AMO-037,"دیسک چرخ چری تی 5 جلو",brake-discs,chery,2026-08-17,563470000,56347000
AMO-037,"دیسک چرخ چری تی 5 جلو",brake-discs,chery,2026-08-24,567640000,56764000
AMO-037,"دیسک چرخ چری تی 5 جلو",brake-discs,chery,2026-08-31,567840000,56784000
AMO-037,"دیسک چرخ چری تی 5 جلو",brake-discs,chery,2026-09-07,573375000,57337500
AMO-037,"دیسک چرخ چری تی 5 جلو",brake-discs,chery,2026-09-14,579150000,57915000
AMO-038,"دیسک چرخ چری تی 5 جلو TRA-X",brake-discs,chery,2026-06-29,518870000,51887000
AMO-038,"دیسک چرخ چری تی 5 جلو TRA-X",brake-discs,chery,2026-07-06,522180000,52218000
AMO-038,"دیسک چرخ چری تی 5 جلو TRA-X",brake-discs,chery,2026-07-13,535815000,53581500
AMO-038,"دیسک چرخ چری تی 5 جلو TRA-X",brake-discs,chery,2026-07-20,545465000,54546500
AMO-038,"دیسک چرخ چری تی 5 جلو TRA-X",brake-discs,chery,2026-07-27,541065000,54106500
AMO-038,"دیسک چرخ چری تی 5 جلو TRA-X",brake-discs,chery,2026-08-03,538605000,53860500
AMO-038,"دیسک چرخ چری تی 5 جلو TRA-X",brake-discs,chery,2026-08-10,539005000,53900500
AMO-038,"دیسک چرخ چری تی 5 جلو TRA-X",brake-discs,chery,2026-08-17,570745000,57074500
AMO-038,"دیسک چرخ چری تی 5 جلو TRA-X",brake-discs,chery,2026-08-24,580015000,58001500
AMO-038,"دیسک چرخ چری تی 5 جلو TRA-X",brake-discs,chery,2026-08-31,616010000,61601000
AMO-038,"دیسک چرخ چری تی 5 جلو TRA-X",brake-discs,chery,2026-09-07,622760000,62276000
AMO-038,"دیسک چرخ چری تی 5 جلو TRA-X",brake-discs,chery,2026-09-14,608850000,60885000
AMO-039,"دیسک چرخ چری تی 5 عقب",brake-discs,chery,2026-06-29,406050000,40605000
AMO-039,"دیسک چرخ چری تی 5 عقب",brake-discs,chery,2026-07-06,412660000,41266000
AMO-039,"دیسک چرخ چری تی 5 عقب",brake-discs,chery,2026-07-13,408890000,40889000
AMO-039,"دیسک چرخ چری تی 5 عقب",brake-discs,chery,2026-07-20,429915000,42991500
AMO-039,"دیسک چرخ چری تی 5 عقب",brake-discs,chery,2026-07-27,434820000,43482000
AMO-039,"دیسک چرخ چری تی 5 عقب",brake-discs,chery,2026-08-03,436725000,43672500
AMO-039,"دیسک چرخ چری تی 5 عقب",brake-discs,chery,2026-08-10,432025000,43202500
AMO-039,"دیسک چرخ چری تی 5 عقب",brake-discs,chery,2026-08-17,429010000,42901000
AMO-039,"دیسک چرخ چری تی 5 عقب",brake-discs,chery,2026-08-24,458265000,45826500
AMO-039,"دیسک چرخ چری تی 5 عقب",brake-discs,chery,2026-08-31,447385000,44738500
AMO-039,"دیسک چرخ چری تی 5 عقب",brake-discs,chery,2026-09-07,475955000,47595500
AMO-039,"دیسک چرخ چری تی 5 عقب",brake-discs,chery,2026-09-14,495000000,49500000
AMO-040,"دیسک چرخ فیدیلیتی پرایم جلو",brake-discs,fidelity,2026-06-29,473255000,47325500
AMO-040,"دیسک چرخ فیدیلیتی پرایم جلو",brake-discs,fidelity,2026-07-06,476410000,47641000
AMO-040,"دیسک چرخ فیدیلیتی پرایم جلو",brake-discs,fidelity,2026-07-13,495525000,49552500
AMO-040,"دیسک چرخ فیدیلیتی پرایم جلو",brake-discs,fidelity,2026-07-20,506625000,50662500
AMO-040,"دیسک چرخ فیدیلیتی پرایم جلو",brake-discs,fidelity,2026-07-27,509220000,50922000
AMO-040,"دیسک چرخ فیدیلیتی پرایم جلو",brake-discs,fidelity,2026-08-03,509345000,50934500
AMO-040,"دیسک چرخ فیدیلیتی پرایم جلو",brake-discs,fidelity,2026-08-10,532260000,53226000
AMO-040,"دیسک چرخ فیدیلیتی پرایم جلو",brake-discs,fidelity,2026-08-17,535575000,53557500
AMO-040,"دیسک چرخ فیدیلیتی پرایم جلو",brake-discs,fidelity,2026-08-24,556585000,55658500
AMO-040,"دیسک چرخ فیدیلیتی پرایم جلو",brake-discs,fidelity,2026-08-31,569665000,56966500
AMO-040,"دیسک چرخ فیدیلیتی پرایم جلو",brake-discs,fidelity,2026-09-07,565515000,56551500
AMO-040,"دیسک چرخ فیدیلیتی پرایم جلو",brake-discs,fidelity,2026-09-14,579150000,57915000
AMO-041,"دیسک چرخ فیدیلیتی پرایم جلو TRA-X",brake-discs,fidelity,2026-06-29,492785000,49278500
AMO-041,"دیسک چرخ فیدیلیتی پرایم جلو TRA-X",brake-discs,fidelity,2026-07-06,518585000,51858500
AMO-041,"دیسک چرخ فیدیلیتی پرایم جلو TRA-X",brake-discs,fidelity,2026-07-13,515175000,51517500
AMO-041,"دیسک چرخ فیدیلیتی پرایم جلو TRA-X",brake-discs,fidelity,2026-07-20,524610000,52461000
AMO-041,"دیسک چرخ فیدیلیتی پرایم جلو TRA-X",brake-discs,fidelity,2026-07-27,538350000,53835000
AMO-041,"دیسک چرخ فیدیلیتی پرایم جلو TRA-X",brake-discs,fidelity,2026-08-03,542605000,54260500
AMO-041,"دیسک چرخ فیدیلیتی پرایم جلو TRA-X",brake-discs,fidelity,2026-08-10,563160000,56316000
AMO-041,"دیسک چرخ فیدیلیتی پرایم جلو TRA-X",brake-discs,fidelity,2026-08-17,590070000,59007000
AMO-041,"دیسک چرخ فیدیلیتی پرایم جلو TRA-X",brake-discs,fidelity,2026-08-24,594880000,59488000
AMO-041,"دیسک چرخ فیدیلیتی پرایم جلو TRA-X",brake-discs,fidelity,2026-08-31,612575000,61257500
AMO-041,"دیسک چرخ فیدیلیتی پرایم جلو TRA-X",brake-discs,fidelity,2026-09-07,617725000,61772500
AMO-041,"دیسک چرخ فیدیلیتی پرایم جلو TRA-X",brake-discs,fidelity,2026-09-14,608850000,60885000
AMO-043,"دیسک چرخ لیفان 60X جلو",brake-discs,lifan,2026-06-29,414610000,41461000
AMO-043,"دیسک چرخ لیفان 60X جلو",brake-discs,lifan,2026-07-06,416930000,41693000
AMO-043,"دیسک چرخ لیفان 60X جلو",brake-discs,lifan,2026-07-13,428905000,42890500
AMO-043,"دیسک چرخ لیفان 60X جلو",brake-discs,lifan,2026-07-20,433625000,43362500
AMO-043,"دیسک چرخ لیفان 60X جلو",brake-discs,lifan,2026-07-27,447575000,44757500
AMO-043,"دیسک چرخ لیفان 60X جلو",brake-discs,lifan,2026-08-03,448465000,44846500
AMO-043,"دیسک چرخ لیفان 60X جلو",brake-discs,lifan,2026-08-10,456785000,45678500
AMO-043,"دیسک چرخ لیفان 60X جلو",brake-discs,lifan,2026-08-17,461965000,46196500
AMO-043,"دیسک چرخ لیفان 60X جلو",brake-discs,lifan,2026-08-24,471900000,47190000
AMO-043,"دیسک چرخ لیفان 60X جلو",brake-discs,lifan,2026-08-31,483910000,48391000
AMO-043,"دیسک چرخ لیفان 60X جلو",brake-discs,lifan,2026-09-07,493205000,49320500
AMO-043,"دیسک چرخ لیفان 60X جلو",brake-discs,lifan,2026-09-14,498217500,49821750
